fetch	xi	N
1.901429E+04	5.510204E+00	2.550000E+02
2.001531E+04	5.510204E+00	2.950000E+02
2.017000E+04	5.510204E+00	2.940000E+02
2.017000E+04	5.510204E+00	2.810000E+02
2.017000E+04	5.510204E+00	2.860000E+02
5.000000E+03	6.244898E+00	2.040000E+02
6.001020E+03	6.244898E+00	2.460000E+02
7.002041E+03	6.244898E+00	2.450000E+02
8.003061E+03	6.244898E+00	2.230000E+02
9.004082E+03	6.244898E+00	2.350000E+02
1.000510E+04	6.244898E+00	2.390000E+02
1.100612E+04	6.244898E+00	2.220000E+02
1.200714E+04	6.244898E+00	2.620000E+02
1.300816E+04	6.244898E+00	2.690000E+02
1.400918E+04	6.244898E+00	2.540000E+02
1.501020E+04	6.244898E+00	2.680000E+02
1.601122E+04	6.244898E+00	2.350000E+02
1.701224E+04	6.244898E+00	2.560000E+02
1.801327E+04	6.244898E+00	2.500000E+02
1.901429E+04	6.244898E+00	2.480000E+02
2.001531E+04	6.244898E+00	2.570000E+02
2.017000E+04	6.244898E+00	2.580000E+02
2.017000E+04	6.244898E+00	2.480000E+02
2.017000E+04	6.244898E+00	2.820000E+02
5.000000E+03	6.979592E+00	1.980000E+02
6.001020E+03	6.979592E+00	2.190000E+02
7.002041E+03	6.979592E+00	2.210000E+02
8.003061E+03	6.979592E+00	2.180000E+02
9.004082E+03	6.979592E+00	2.220000E+02
1.000510E+04	6.979592E+00	2.000000E+02
1.100612E+04	6.979592E+00	2.280000E+02
1.200714E+04	6.979592E+00	2.510000E+02
1.300816E+04	6.979592E+00	2.320000E+02
1.400918E+04	6.979592E+00	2.210000E+02
1.501020E+04	6.979592E+00	2.510000E+02
1.601122E+04	6.979592E+00	2.540000E+02
1.701224E+04	6.979592E+00	2.440000E+02
1.801327E+04	6.979592E+00	2.430000E+02
1.901429E+04	6.979592E+00	2.330000E+02
2.001531E+04	6.979592E+00	2.420000E+02
2.017000E+04	6.979592E+00	2.520000E+02
2.017000E+04	6.979592E+00	2.270000E+02
2.017000E+04	6.979592E+00	2.460000E+02
5.000000E+03	7.714286E+00	1.880000E+02
6.001020E+03	7.714286E+00	2.020000E+02
7.002041E+03	7.714286E+00	2.190000E+02
8.003061E+03	7.714286E+00	1.910000E+02
9.004082E+03	7.714286E+00	1.940000E+02
1.000510E+04	7.714286E+00	1.990000E+02
1.100612E+04	7.714286E+00	2.170000E+02
1.200714E+04	7.714286E+00	2.340000E+02
1.300816E+04	7.714286E+00	2.030000E+02
1.400918E+04	7.714286E+00	2.160000E+02
1.501020E+04	7.714286E+00	2.230000E+02
1.601122E+04	7.714286E+00	2.440000E+02
1.701224E+04	7.714286E+00	2.160000E+02
1.801327E+04	7.714286E+00	2.210000E+02
1.901429E+04	7.714286E+00	2.180000E+02
2.001531E+04	7.714286E+00	2.110000E+02
2.017000E+04	7.714286E+00	2.030000E+02
2.017000E+04	7.714286E+00	2.220000E+02
2.017000E+04	7.714286E+00	2.070000E+02
5.000000E+03	8.448980E+00	1.700000E+02
6.001020E+03	8.448980E+00	1.830000E+02
7.002041E+03	8.448980E+00	1.770000E+02
8.003061E+03	8.448980E+00	1.860000E+02
9.004082E+03	8.448980E+00	1.960000E+02
1.000510E+04	8.448980E+00	1.870000E+02
1.100612E+04	8.448980E+00	1.850000E+02
1.200714E+04	8.448980E+00	2.060000E+02
1.300816E+04	8.448980E+00	1.900000E+02
1.400918E+04	8.448980E+00	1.990000E+02
1.501020E+04	8.448980E+00	1.990000E+02
1.601122E+04	8.448980E+00	1.800000E+02
1.701224E+04	8.448980E+00	2.010000E+02
1.801327E+04	8.448980E+00	2.030000E+02
1.901429E+04	8.448980E+00	1.870000E+02
2.001531E+04	8.448980E+00	2.000000E+02
2.017000E+04	8.448980E+00	1.680000E+02
2.017000E+04	8.448980E+00	1.770000E+02
2.017000E+04	8.448980E+00	1.820000E+02
5.000000E+03	9.183673E+00	1.620000E+02
6.001020E+03	9.183673E+00	1.830000E+02
7.002041E+03	9.183673E+00	1.680000E+02
8.003061E+03	9.183673E+00	1.650000E+02
9.004082E+03	9.183673E+00	1.850000E+02
1.000510E+04	9.183673E+00	1.600000E+02
1.100612E+04	9.183673E+00	1.720000E+02
1.200714E+04	9.183673E+00	1.740000E+02
1.300816E+04	9.183673E+00	1.670000E+02
1.400918E+04	9.183673E+00	1.650000E+02
1.501020E+04	9.183673E+00	1.830000E+02
1.601122E+04	9.183673E+00	1.460000E+02
1.701224E+04	9.183673E+00	1.750000E+02
1.801327E+04	9.183673E+00	1.680000E+02
1.901429E+04	9.183673E+00	1.940000E+02
2.001531E+04	9.183673E+00	1.900000E+02
2.017000E+04	9.183673E+00	1.740000E+02
2.017000E+04	9.183673E+00	1.800000E+02
2.017000E+04	9.183673E+00	1.540000E+02
5.000000E+03	9.918367E+00	1.690000E+02
6.001020E+03	9.918367E+00	1.660000E+02
7.002041E+03	9.918367E+00	1.600000E+02
8.003061E+03	9.918367E+00	1.430000E+02
9.004082E+03	9.918367E+00	1.400000E+02
1.000510E+04	9.918367E+00	1.360000E+02
1.100612E+04	9.918367E+00	1.470000E+02
1.200714E+04	9.918367E+00	1.470000E+02
1.300816E+04	9.918367E+00	1.560000E+02
1.400918E+04	9.918367E+00	1.340000E+02
1.501020E+04	9.918367E+00	1.650000E+02
1.601122E+04	9.918367E+00	1.550000E+02
1.701224E+04	9.918367E+00	1.450000E+02
1.801327E+04	9.918367E+00	1.560000E+02
1.901429E+04	9.918367E+00	1.790000E+02
2.001531E+04	9.918367E+00	1.570000E+02
2.017000E+04	9.918367E+00	1.780000E+02
2.017000E+04	9.918367E+00	1.760000E+02
2.017000E+04	9.918367E+00	1.660000E+02
5.000000E+03	1.065306E+01	1.480000E+02
6.001020E+03	1.065306E+01	1.500000E+02
7.002041E+03	1.065306E+01	1.620000E+02
8.003061E+03	1.065306E+01	1.390000E+02
9.004082E+03	1.065306E+01	1.350000E+02
1.000510E+04	1.065306E+01	1.250000E+02
1.100612E+04	1.065306E+01	1.360000E+02
1.200714E+04	1.065306E+01	1.340000E+02
1.300816E+04	1.065306E+01	1.370000E+02
1.400918E+04	1.065306E+01	1.320000E+02
1.501020E+04	1.065306E+01	1.580000E+02
1.601122E+04	1.065306E+01	1.430000E+02
1.701224E+04	1.065306E+01	1.230000E+02
1.801327E+04	1.065306E+01	1.350000E+02
1.901429E+04	1.065306E+01	1.270000E+02
2.001531E+04	1.065306E+01	1.330000E+02
2.017000E+04	1.065306E+01	1.500000E+02
2.017000E+04	1.065306E+01	1.620000E+02
2.017000E+04	1.065306E+01	1.550000E+02
5.000000E+03	1.138776E+01	1.140000E+02
6.001020E+03	1.138776E+01	1.290000E+02
7.002041E+03	1.138776E+01	1.380000E+02
8.003061E+03	1.138776E+01	1.280000E+02
9.004082E+03	1.138776E+01	1.250000E+02
1.000510E+04	1.138776E+01	1.100000E+02
1.100612E+04	1.138776E+01	1.270000E+02
1.200714E+04	1.138776E+01	1.320000E+02
1.300816E+04	1.138776E+01	1.190000E+02
1.400918E+04	1.138776E+01	1.280000E+02
1.501020E+04	1.138776E+01	1.260000E+02
1.601122E+04	1.138776E+01	1.180000E+02
1.701224E+04	1.138776E+01	1.170000E+02
1.801327E+04	1.138776E+01	1.180000E+02
1.901429E+04	1.138776E+01	1.100000E+02
2.001531E+04	1.138776E+01	1.080000E+02
2.017000E+04	1.138776E+01	1.470000E+02
2.017000E+04	1.138776E+01	1.250000E+02
2.017000E+04	1.138776E+01	1.240000E+02
5.000000E+03	1.212245E+01	1.140000E+02
6.001020E+03	1.212245E+01	1.020000E+02
7.002041E+03	1.212245E+01	1.210000E+02
8.003061E+03	1.212245E+01	1.280000E+02
9.004082E+03	1.212245E+01	1.110000E+02
1.000510E+04	1.212245E+01	9.200000E+01
1.100612E+04	1.212245E+01	1.110000E+02
1.200714E+04	1.212245E+01	1.210000E+02
1.300816E+04	1.212245E+01	1.060000E+02
1.400918E+04	1.212245E+01	1.060000E+02
1.501020E+04	1.212245E+01	1.120000E+02
1.601122E+04	1.212245E+01	1.030000E+02
1.701224E+04	1.212245E+01	1.150000E+02
1.801327E+04	1.212245E+01	1.040000E+02
1.901429E+04	1.212245E+01	9.600000E+01
2.001531E+04	1.212245E+01	9.800000E+01
2.017000E+04	1.212245E+01	1.010000E+02
2.017000E+04	1.212245E+01	1.060000E+02
2.017000E+04	1.212245E+01	1.050000E+02
5.000000E+03	1.285714E+01	9.700000E+01
6.001020E+03	1.285714E+01	8.900000E+01
7.002041E+03	1.285714E+01	1.210000E+02
8.003061E+03	1.285714E+01	1.080000E+02
9.004082E+03	1.285714E+01	9.800000E+01
1.000510E+04	1.285714E+01	7.900000E+01
1.100612E+04	1.285714E+01	9.900000E+01
1.200714E+04	1.285714E+01	1.170000E+02
1.300816E+04	1.285714E+01	9.700000E+01
1.400918E+04	1.285714E+01	8.900000E+01
1.501020E+04	1.285714E+01	1.160000E+02
1.601122E+04	1.285714E+01	1.040000E+02
1.701224E+04	1.285714E+01	1.000000E+02
1.801327E+04	1.285714E+01	1.020000E+02
1.901429E+04	1.285714E+01	9.300000E+01
2.001531E+04	1.285714E+01	1.000000E+02
2.017000E+04	1.285714E+01	8.400000E+01
2.017000E+04	1.285714E+01	1.170000E+02
2.017000E+04	1.285714E+01	8.200000E+01
5.000000E+03	1.359184E+01	8.900000E+01
6.001020E+03	1.359184E+01	9.100000E+01
7.002041E+03	1.359184E+01	9.100000E+01
8.003061E+03	1.359184E+01	8.300000E+01
9.004082E+03	1.359184E+01	8.900000E+01
1.000510E+04	1.359184E+01	7.300000E+01
1.100612E+04	1.359184E+01	9.400000E+01
1.200714E+04	1.359184E+01	9.700000E+01
1.300816E+04	1.359184E+01	8.200000E+01
1.400918E+04	1.359184E+01	7.800000E+01
1.501020E+04	1.359184E+01	9.700000E+01
1.601122E+04	1.359184E+01	7.100000E+01
1.701224E+04	1.359184E+01	8.800000E+01
1.801327E+04	1.359184E+01	7.100000E+01
1.901429E+04	1.359184E+01	7.300000E+01
2.001531E+04	1.359184E+01	8.700000E+01
2.017000E+04	1.359184E+01	8.000000E+01
2.017000E+04	1.359184E+01	9.400000E+01
2.017000E+04	1.359184E+01	7.400000E+01
5.000000E+03	1.432653E+01	7.000000E+01
6.001020E+03	1.432653E+01	7.200000E+01
7.002041E+03	1.432653E+01	6.400000E+01
8.003061E+03	1.432653E+01	7.800000E+01
9.004082E+03	1.432653E+01	6.600000E+01
1.000510E+04	1.432653E+01	5.600000E+01
1.100612E+04	1.432653E+01	6.600000E+01
1.200714E+04	1.432653E+01	5.600000E+01
1.300816E+04	1.432653E+01	7.200000E+01
1.400918E+04	1.432653E+01	6.100000E+01
1.501020E+04	1.432653E+01	7.300000E+01
1.601122E+04	1.432653E+01	5.700000E+01
1.701224E+04	1.432653E+01	6.700000E+01
1.801327E+04	1.432653E+01	5.900000E+01
1.901429E+04	1.432653E+01	5.500000E+01
2.001531E+04	1.432653E+01	6.600000E+01
2.017000E+04	1.432653E+01	5.500000E+01
2.017000E+04	1.432653E+01	8.300000E+01
2.017000E+04	1.432653E+01	6.700000E+01
5.000000E+03	1.506122E+01	5.800000E+01
6.001020E+03	1.506122E+01	6.600000E+01
7.002041E+03	1.506122E+01	6.400000E+01
8.003061E+03	1.506122E+01	7.700000E+01
9.004082E+03	1.506122E+01	6.000000E+01
1.000510E+04	1.506122E+01	4.500000E+01
1.100612E+04	1.506122E+01	5.800000E+01
1.200714E+04	1.506122E+01	4.500000E+01
1.300816E+04	1.506122E+01	5.000000E+01
1.400918E+04	1.506122E+01	5.100000E+01
1.501020E+04	1.506122E+01	6.800000E+01
1.601122E+04	1.506122E+01	6.700000E+01
1.701224E+04	1.506122E+01	5.900000E+01
1.801327E+04	1.506122E+01	4.800000E+01
1.901429E+04	1.506122E+01	4.700000E+01
2.001531E+04	1.506122E+01	5.700000E+01
2.017000E+04	1.506122E+01	5.100000E+01
2.017000E+04	1.506122E+01	6.300000E+01
2.017000E+04	1.506122E+01	5.900000E+01
5.000000E+03	1.579592E+01	5.300000E+01
6.001020E+03	1.579592E+01	6.400000E+01
7.002041E+03	1.579592E+01	6.000000E+01
8.003061E+03	1.579592E+01	6.300000E+01
9.004082E+03	1.579592E+01	5.200000E+01
1.000510E+04	1.579592E+01	4.600000E+01
1.100612E+04	1.579592E+01	6.200000E+01
1.200714E+04	1.579592E+01	5.200000E+01
1.300816E+04	1.579592E+01	4.000000E+01
1.400918E+04	1.579592E+01	5.100000E+01
1.501020E+04	1.579592E+01	5.200000E+01
1.601122E+04	1.579592E+01	6.100000E+01
1.701224E+04	1.579592E+01	4.700000E+01
1.801327E+04	1.579592E+01	4.700000E+01
1.901429E+04	1.579592E+01	3.500000E+01
2.001531E+04	1.579592E+01	4.800000E+01
2.017000E+04	1.579592E+01	5.200000E+01
2.017000E+04	1.579592E+01	4.400000E+01
2.017000E+04	1.579592E+01	4.500000E+01
5.000000E+03	1.653061E+01	4.700000E+01
6.001020E+03	1.653061E+01	5.500000E+01
7.002041E+03	1.653061E+01	4.700000E+01
8.003061E+03	1.653061E+01	5.500000E+01
9.004082E+03	1.653061E+01	3.900000E+01
1.000510E+04	1.653061E+01	3.900000E+01
1.100612E+04	1.653061E+01	5.100000E+01
1.200714E+04	1.653061E+01	4.300000E+01
1.300816E+04	1.653061E+01	4.000000E+01
1.400918E+04	1.653061E+01	5.300000E+01
1.501020E+04	1.653061E+01	4.400000E+01
1.601122E+04	1.653061E+01	4.200000E+01
1.701224E+04	1.653061E+01	4.100000E+01
1.801327E+04	1.653061E+01	4.700000E+01
1.901429E+04	1.653061E+01	3.400000E+01
2.001531E+04	1.653061E+01	3.800000E+01
2.017000E+04	1.653061E+01	3.100000E+01
2.017000E+04	1.653061E+01	4.300000E+01
2.017000E+04	1.653061E+01	4.600000E+01
5.000000E+03	1.726531E+01	4.500000E+01
6.001020E+03	1.726531E+01	4.400000E+01
7.002041E+03	1.726531E+01	3.000000E+01
8.003061E+03	1.726531E+01	3.800000E+01
9.004082E+03	1.726531E+01	3.500000E+01
1.000510E+04	1.726531E+01	4.500000E+01
1.100612E+04	1.726531E+01	3.400000E+01
1.200714E+04	1.726531E+01	3.700000E+01
1.300816E+04	1.726531E+01	3.600000E+01
1.400918E+04	1.726531E+01	3.900000E+01
1.501020E+04	1.726531E+01	3.800000E+01
1.601122E+04	1.726531E+01	3.500000E+01
1.701224E+04	1.726531E+01	2.400000E+01
1.801327E+04	1.726531E+01	2.400000E+01
1.901429E+04	1.726531E+01	2.700000E+01
2.001531E+04	1.726531E+01	3.400000E+01
2.017000E+04	1.726531E+01	2.200000E+01
2.017000E+04	1.726531E+01	3.500000E+01
2.017000E+04	1.726531E+01	4.400000E+01
5.000000E+03	1.800000E+01	3.800000E+01
6.001020E+03	1.800000E+01	3.300000E+01
7.002041E+03	1.800000E+01	2.900000E+01
8.003061E+03	1.800000E+01	3.500000E+01
9.004082E+03	1.800000E+01	2.800000E+01
1.000510E+04	1.800000E+01	2.900000E+01
1.100612E+04	1.800000E+01	2.600000E+01
1.200714E+04	1.800000E+01	3.100000E+01
1.300816E+04	1.800000E+01	3.600000E+01
1.400918E+04	1.800000E+01	2.900000E+01
1.501020E+04	1.800000E+01	2.600000E+01
1.601122E+04	1.800000E+01	2.800000E+01
1.701224E+04	1.800000E+01	2.500000E+01
1.801327E+04	1.800000E+01	2.500000E+01
1.901429E+04	1.800000E+01	2.800000E+01
2.001531E+04	1.800000E+01	3.100000E+01
2.017000E+04	1.800000E+01	2.000000E+01
2.017000E+04	1.800000E+01	2.800000E+01
2.017000E+04	1.800000E+01	2.700000E+01
