            18.18151             0.58637
            17.42384             1.56167
            16.66617             2.14899
            15.90850             3.05237
            15.15083             3.69647
            14.39316             4.38946
            13.63549             5.07017
            12.87782             5.88890
            12.12016             6.61571
            11.36249             7.12434
            10.60482             7.80580
             9.84715             8.43281
             9.08948             9.15244
             8.33181             9.58167
             7.57414            10.04812
             6.81647            10.59843
             6.05880            10.97248
             5.30113            11.31843
             4.54346            11.74288
             3.78579            12.07541
             3.02812            12.24885
             2.27045            12.35701
             1.51278            12.51208
             0.75511            12.37253
            -0.00256            12.54924
            -0.76023            12.50280
            -1.51789            12.49171
            -2.27556            12.69138
            -3.03323            12.50783
            -3.79090            12.27579
            -4.54857            12.21843
            -5.30624            11.76094
            -6.06391            11.60615
            -6.82158            11.08334
            -7.57925            10.63002
            -8.33692            10.14218
            -9.09459             9.42475
            -9.85226             8.95883
           -10.60993             8.33718
           -11.36760             7.77153
           -12.12527             6.96453
           -12.88294             6.30021
           -13.64061             5.50506
           -14.39828             4.77139
           -15.15594             3.96497
           -15.91361             3.38771
           -16.67128             2.54183
           -17.42895             1.92211
           -18.18662             0.88501
